Date,Book,Away Moneyline,Home Moneyline,Away Pointspread points,Away Pointspread odds,Home Pointspread points,Home Pointspread odds,Total points,Over odds,Under odds,Implied Probability,Juice,Time to close,Moneyline,Spread,Total
Tue Oct 02 2018 23:46:37 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 00:46:36 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 01:46:38 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 02:46:37 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 03:46:37 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 04:46:38 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 05:46:37 GMT+0000 (UTC),BravoBook,140,-160,3,100,-3,-120,44.5,-110,-110,,,,,,
Wed Oct 03 2018 06:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 07:46:38 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 08:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 09:46:38 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 10:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 11:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 12:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 13:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 14:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 15:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 16:46:50 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 17:46:39 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,44.5,-110,-110,,,,,,
Wed Oct 03 2018 18:46:37 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Wed Oct 03 2018 19:46:36 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Wed Oct 03 2018 20:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Wed Oct 03 2018 21:31:34 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Wed Oct 03 2018 22:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Wed Oct 03 2018 23:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Thu Oct 04 2018 00:31:33 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Thu Oct 04 2018 01:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,45,-110,-110,,,,,,
Thu Oct 04 2018 02:31:31 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-110,-110,,,,,,
Thu Oct 04 2018 03:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-110,-110,,,,,,
Thu Oct 04 2018 04:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-110,-110,,,,,,
Thu Oct 04 2018 05:31:31 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-110,-110,,,,,,
Thu Oct 04 2018 06:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-110,-110,,,,,,
Thu Oct 04 2018 07:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-110,-110,,,,,,
Thu Oct 04 2018 08:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 09:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 10:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 11:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 12:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 13:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 14:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-111,-109,,,,,,
Thu Oct 04 2018 15:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45,-119,-101,,,,,,
Thu Oct 04 2018 16:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,45.5,-110,-110,,,,,,
Thu Oct 04 2018 17:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,46,-111,-109,,,,,,
Thu Oct 04 2018 18:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,46,-111,-109,,,,,,
Thu Oct 04 2018 19:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,46,-111,-109,,,,,,
Thu Oct 04 2018 20:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,-105,-3,-115,46,-111,-109,,,,,,
Thu Oct 04 2018 21:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Thu Oct 04 2018 22:31:33 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Thu Oct 04 2018 23:31:33 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 00:31:34 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 01:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 02:31:33 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 03:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 04:31:35 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 05:31:33 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 06:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 07:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 08:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 09:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 10:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 11:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 12:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 13:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 14:31:33 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,46.5,-110,-110,,,,,,
Fri Oct 05 2018 15:31:35 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 16:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 17:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 18:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 19:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 20:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 21:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 22:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Fri Oct 05 2018 23:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 00:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 01:31:35 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 02:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 03:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 04:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 05:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 06:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 07:31:31 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 08:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 09:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 10:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 11:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 12:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 13:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 14:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 15:31:33 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 16:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,100,-3,-120,46.5,-110,-110,,,,,,
Sat Oct 06 2018 17:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-101,-3,-119,46.5,-110,-110,,,,,,
Sat Oct 06 2018 18:31:39 GMT+0000 (UTC),BravoBook,144,-165,3,-101,-3,-119,46.5,-110,-110,,,,,,
Sat Oct 06 2018 19:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-101,-3,-119,46.5,-110,-110,,,,,,
Sat Oct 06 2018 20:31:38 GMT+0000 (UTC),BravoBook,144,-165,3,-101,-3,-119,46.5,-110,-110,,,,,,
Sat Oct 06 2018 21:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-101,-3,-119,46.5,-110,-110,,,,,,
Sat Oct 06 2018 22:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-101,-3,-119,46.5,-110,-110,,,,,,
Sat Oct 06 2018 23:31:32 GMT+0000 (UTC),BravoBook,144,-165,3,-102,-3,-118,46.5,-110,-110,,,,,,
Sun Oct 07 2018 00:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,101,-3,-121,47,-110,-110,,,,,,
Sun Oct 07 2018 01:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,101,-3,-121,47,-110,-110,,,,,,
Sun Oct 07 2018 02:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,104,-3,-124,47,-110,-110,,,,,,
Sun Oct 07 2018 03:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,104,-3,-124,47,-110,-110,,,,,,
Sun Oct 07 2018 04:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 05:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 06:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 07:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,110,-3,-130,47,-110,-110,,,,,,
Sun Oct 07 2018 08:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,110,-3,-130,47,-110,-110,,,,,,
Sun Oct 07 2018 09:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,110,-3,-130,47,-110,-110,,,,,,
Sun Oct 07 2018 10:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,110,-3,-130,47,-110,-110,,,,,,
Sun Oct 07 2018 11:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,110,-3,-130,47,-110,-110,,,,,,
Sun Oct 07 2018 12:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 13:31:32 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 14:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,47,-110,-110,,,,,,
Sun Oct 07 2018 15:31:31 GMT+0000 (UTC),BravoBook,148,-170,3,105,-3,-125,48,-110,-110,,,,,,
Sun Oct 07 2018 16:31:33 GMT+0000 (UTC),BravoBook,160,-185,3.5,-113,-3.5,-107,48,-115,-105,,,,,,
Sun Oct 07 2018 17:31:30 GMT+0000 (UTC),BravoBook,160,-185,3.5,-113,-3.5,-107,48,-110,-110,,,,,,
Sun Oct 07 2018 18:31:30 GMT+0000 (UTC),BravoBook,160,-185,3.5,-113,-3.5,-107,48,-110,-110,,,,,,
Sun Oct 07 2018 19:31:30 GMT+0000 (UTC),BravoBook,160,-185,3.5,-113,-3.5,-107,48,-110,-110,,,,,,
Sun Oct 07 2018 20:31:30 GMT+0000 (UTC),BravoBook,164,-192,3.5,-104,-3.5,-116,48.5,-104,-116,,,,,,
Mon Oct 01 2018 00:45:59 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 01:45:56 GMT+0000 (UTC),MikeBook,,,3.5,-114,-3.5,-107,,,,,,,,,
Mon Oct 01 2018 02:45:59 GMT+0000 (UTC),MikeBook,,,3.5,-114,-3.5,-107,,,,,,,,,
Mon Oct 01 2018 03:46:09 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 04:45:59 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 05:46:22 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 06:55:40 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 08:01:02 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 10:03:22 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 13:52:59 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,,,,,,,,,
Mon Oct 01 2018 14:46:13 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,44.5,-110,-110,,,,,,
Mon Oct 01 2018 15:46:13 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,44.5,-110,-110,,,,,,
Mon Oct 01 2018 16:46:11 GMT+0000 (UTC),MikeBook,,,3,-110,-3,-110,44.5,-110,-110,,,,,,
Mon Oct 01 2018 17:46:12 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Mon Oct 01 2018 18:46:21 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Mon Oct 01 2018 19:46:12 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Mon Oct 01 2018 20:46:12 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Mon Oct 01 2018 21:46:11 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Mon Oct 01 2018 22:46:12 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Mon Oct 01 2018 23:46:16 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Tue Oct 02 2018 00:46:16 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Tue Oct 02 2018 01:46:15 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Tue Oct 02 2018 02:46:18 GMT+0000 (UTC),MikeBook,,,3,-109,-3,-112,44.5,-110,-110,,,,,,
Tue Oct 02 2018 03:46:15 GMT+0000 (UTC),MikeBook,,,3,-108,-3,-112,44.5,-110,-110,,,,,,
Tue Oct 02 2018 04:46:21 GMT+0000 (UTC),MikeBook,,,3,100,-3,-121,44.5,-110,-110,,,,,,
Tue Oct 02 2018 05:46:21 GMT+0000 (UTC),MikeBook,,,3,100,-3,-121,44.5,-110,-110,,,,,,
Tue Oct 02 2018 06:46:16 GMT+0000 (UTC),MikeBook,,,3,100,-3,-121,44.5,-110,-110,,,,,,
Tue Oct 02 2018 07:46:11 GMT+0000 (UTC),MikeBook,,,3,100,-3,-121,44.5,-110,-110,,,,,,
Tue Oct 02 2018 08:46:14 GMT+0000 (UTC),MikeBook,,,3,100,-3,-121,44.5,-110,-110,,,,,,
Tue Oct 02 2018 09:46:14 GMT+0000 (UTC),MikeBook,,,3,100,-3,-121,44.5,-110,-110,,,,,,
Tue Oct 02 2018 10:46:17 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 11:46:19 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 12:46:20 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 13:47:05 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 14:46:34 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 15:46:23 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 16:46:32 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 17:46:28 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 18:46:39 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 19:46:23 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 20:46:19 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 21:46:18 GMT+0000 (UTC),MikeBook,,,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 22:43:36 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 22:47:17 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Tue Oct 02 2018 23:47:22 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 00:47:18 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 01:47:19 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 02:47:20 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 03:47:33 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 04:47:26 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 05:47:25 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 06:47:25 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 07:47:22 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 08:47:25 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 09:47:37 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 10:47:25 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 11:47:45 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 12:48:46 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 13:47:31 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 14:48:05 GMT+0000 (UTC),MikeBook,140,-175,3,-104,-3,-118,44.5,-110,-110,,,,,,
Wed Oct 03 2018 15:47:44 GMT+0000 (UTC),MikeBook,138,-175,3.5,-112,-3.5,-109,44.5,-110,-110,,,,,,
Wed Oct 03 2018 16:47:28 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-110,-110,,,,,,
Wed Oct 03 2018 17:47:28 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-110,-110,,,,,,
Wed Oct 03 2018 18:47:57 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-110,-110,,,,,,
Wed Oct 03 2018 19:47:42 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Wed Oct 03 2018 20:33:28 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Wed Oct 03 2018 21:33:54 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Wed Oct 03 2018 22:32:28 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Wed Oct 03 2018 23:32:32 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 01:32:24 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 02:32:31 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 03:32:33 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 04:32:38 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 05:32:25 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 06:32:25 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 07:32:29 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 08:32:34 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 09:32:58 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 10:32:23 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 11:32:26 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 12:32:27 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 13:32:32 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 14:32:23 GMT+0000 (UTC),MikeBook,145,-180,3.5,-108,-3.5,-113,44.5,-120,-103,,,,,,
Thu Oct 04 2018 15:32:28 GMT+0000 (UTC),MikeBook,128,-157,3,-106,-3,-115,46,-110,-110,,,,,,
Thu Oct 04 2018 16:32:49 GMT+0000 (UTC),MikeBook,133,-165,3,-106,-3,-115,46,-110,-110,,,,,,
Thu Oct 04 2018 17:32:33 GMT+0000 (UTC),MikeBook,133,-165,3,-106,-3,-115,46,-110,-110,,,,,,
Thu Oct 04 2018 18:32:56 GMT+0000 (UTC),MikeBook,133,-165,3,-106,-3,-115,46,-110,-110,,,,,,
Thu Oct 04 2018 19:32:53 GMT+0000 (UTC),MikeBook,133,-165,3,-106,-3,-115,46,-110,-110,,,,,,
Thu Oct 04 2018 20:32:26 GMT+0000 (UTC),MikeBook,133,-165,3,-106,-3,-115,46,-110,-110,,,,,,
Thu Oct 04 2018 21:32:31 GMT+0000 (UTC),MikeBook,133,-165,3,-106,-3,-115,46,-110,-110,,,,,,
